Link	Condition	Compatible With	Number of Charging Ports	Manufacturer Color	Bundle Description	Custom Bundle	MPN	Model Number	Includes The Following Cables	Brand	Output Amperage	Model	Style	Connectivity	Country/Region of Manufacture	UPC	Processor	Screen Size	Lock Status	SIM Card Slot	Network	Operating System	Features	Storage Capacity	Contract	RAM	Memory Card Type	Camera Resolution	4G/LTE	Color	Chipset Model	Manufacturer Warranty	NOT Compatible With	4G LTE / 5G Bands	Seller Notes	Not compatible with	Cellular Band	4G LTE	NOT COMPATIBLE WITH	Important Information	BATTERY	Manufacturer Colour	Battery	4G/5G LTE	battery	Use	Compatible Model	Returns	Shipping	Compatible Brand	Bundled Items	Unlock Status	Front Camera	CARRIERS :	Cpu	Gpu	Colour	Unit Type	Unit Quantity	Tax	Guarantee	ISBN	EAN	Material	Item Hardness	Screen Surface Description	Type	Camera	Color Filter	Display Type	Internal Memory	Model Id	Os	Screen Size Filter	Secondary Camera Filter	Chipset	CPU	GPU	Quad Back Cameras	3.5mm Headphone Port	Display Resolution	Bluetooth Version	Screen Refresh Rate	Battery Capacity Range	SIM Card Quantity	Clarity	Compatible Devices	Compatible Phone Models	Non-Domestic Product	Network Standard	Network Technology	Item Weight	If Custom Duty & Import tariff will be applicable	User Manual	Package Included	Duties and Tax	Cosmetic condition	Original box	Name	Charger and cable	3G/4G Bands	Marke	Modell	Farbe	Speicherkapazität	Cosmetic Condition	Sensors	SIM Type	USB Type	Talk Time	Battery Capacity	Mobile Remote Betreiber	Storage & RAM	NFC	Al	Height	Wide	contrast ratio	aspect ratio	Navigation & Positioning	Weight	Thickness	brightness	Charge the battery	2 MP depth sensor	Display	No accessories	CARRIERS	Carrier	FRONT CAMERA	ProductReferenceID
https://www.ebay.com/itm/185345723605?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply			Xiaomi		Redmi K50	Bar	2G, 3G, 4G, 4G+, 5G, Bluetooth, GPRS, GPS, NFC, Quad-Band, USB Type-C, WAP, Wi-Fi	China		Octa Core	6.67 in	Network Unlocked	Dual SIM	Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Email, Web, Fingerprint Sensor, Front Camera, Global Ready, GPRS, Internet Connectivity, MMS (Multimedia Messaging), Nano SIM, QWERTY Keyboard, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable, 4G Data Capable		Without Contract		No Applicable	48.0 MP			MediaTek Dimensity 8100	1 year																																																																																																			
https://www.ebay.com/itm/185401606250?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Charcoal Black						Redmi		Redmi 10A	Bar	2G, 3G, 4G, 4G+, Bluetooth, GPRS, GPS		Does not apply	Octa Core	6.53 in	Factory Unlocked	Dual SIM (SIM + SIM + Memory Card)	Unlocked	Android	4G Data Capable, Dual SIM, 3G Data Capable, Email, Colour Screen, Accelerometer, Active Edge, Ambient Light Sensor, AMOLED Display, Bluetooth Enabled, Camera, FM Radio	32GB storage & Expandable upto 512GB	Without Contract	3 GB	MicroSD	50.0 Megapixel		Black	MediaTek Helio G25 Octa-core Processor						4G						5000mAh Two-day Battery																																																																																								
https://www.ebay.com/itm/185472666125?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply			Xiaomi		Redmi Note 11T Pro	Bar	2G, 3G, 4G, 5G, Bluetooth, GPRS, GPS, Quad-Band, USB Type-C, Wi-Fi, NFC	China		Octa Core	6.6 in	Network Unlocked	Dual SIM	Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Email, Web, Email Access, Fast Charging, Fingerprint Sensor, Global Ready, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, QWERTY Keyboard, Rear Camera, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable, NFC Connectivity		Without Contract		Not Applicabe	64.0 MP			MediaTek Dimensity 8100	1 year																																																																																																			
https://www.ebay.com/itm/185483182362?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab									Redmi		Redmi Note 8		3G, 4G, Bluetooth, GPS			Octa Core	6.3in	Factory Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android	HDR, panorama, LED flash, Dual SIM, Accelerometer	128 GB	Without Contract	6 GB	microSDXC	48.0 MP		Black																																																																																																					
https://www.ebay.com/itm/185506607300?nordt=true&orig_cvip=true&rt=nc	Open box						Redmi Note 10S M2103K19G	M2101K7BL		Xiaomi		Xiaomi Redmi Note 10S		4G+				"6.5"""		Dual SIM (SIM + SIM)	Factory Unlocked			128 GB		6 GB									“NO WORK CARRIER VERIZON/SPRINT/USCELLULAR/BOOST/CRICKET”					Read Description Before Purchase																																																																																											
https://www.ebay.com/itm/185676521800?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply			Xiaomi		Redmi Note 12	Bar	2G, 3G, 4G, 5G, Bluetooth, GPRS, GPS, Quad-Band, USB Type-C, Wi-Fi	China		Octa Core	6.67 in	Network Unlocked	Dual SIM	Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Dual Screen, Email, Web, Email Access, Fast Charging, Fingerprint Sensor, Global Ready, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, QWERTY Keyboard, Rear Camera, Retina Display, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable		Without Contract		No Applicable	48.0 MP			Qualcomm Snapdragon 4 Gen 1	1 year																																																																																																			
https://www.ebay.com/itm/185779914505?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab					No		MZB0CXKIN		Redmi		REDMI Note 12 Pro+	Bar			Does not apply	Octa Core	6.67 inch	Factory Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android 12	3D Depth Camera, 3D Depth Sensor, 4K Video Recording, Accelerometer, Active Edge, Ambient Light Sensor, Bluetooth Enabled, Camera, FM Radio, 4G Data Capable, Dual SIM, 3G Data Capable, Email, Colour Screen, 5G	256 GB	Without Contract	12 GB	NA	200MP + 8MP + 2MP | 16MP Front Camera		Black	Mediatek Dimensity 1080 Processor						5G						4980 mAh Lithium Polymer Battery																																																																																								
https://www.ebay.com/itm/185827483652?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished			Onyx Grey						Redmi		Xiaomi Redmi Note	Touch Screen	4G		5025813017972	Octa Core	6.67 in	Factory Unlocked	Single SIM	Unlocked	Android		128 GB		6 GB		108 MP		Blue					“85%+ battery life. The Device is in Excellent Cosmetics, Unlocked. Have been Tested, 100% ...Read moreabout the seller notes“85%+ battery life. The Device is in Excellent Cosmetics, Unlocked. Have been Tested, 100% Functionality. Comes with Accessories”Read Lessabout the seller notes		2G, 3G & 4G LTE																																																				No	Refer the Description Below	LTE																																								
https://www.ebay.com/itm/204085850617?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab									Does not apply																																																																																		‎410 g																																							
https://www.ebay.com/itm/204270094947?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab							MZB0CXKIN		Redmi		Xiaomi Redmi Note	Bar		India		Mediatek Dimensity 1080	6.67 inch	Factory Unlocked	Dual SIM (SIM + eSIM)		Android	AMOLED Display, Bluetooth Enabled, Camera	256 GB	Without Contract			200.0 MP									5G																					Unit	1																																		Should be pay by buyer only																																						
https://www.ebay.com/itm/224271285549?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Global Model			Redmi		Redmi Note 9 Pro 5G		5G			Qualcomm SM7225 Snapdragon 750G 5G (8 nm)	"6.67"""	Factory Unlocked	Dual SIM		MIUI		128 GB/256GB		8 GB	microSDXC (uses shared SIM slot)	108.0 MP																																																																																																							
https://www.ebay.com/itm/224520818799?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			black,blue			0669614948636	Xiaomi Redmi Note 7		Redmi			Bar	3G, 4G, GPS, Wi-Fi	China		Octa Core	6.3 in	Unlocked	Dual SIM (SIM + SIM)		Android	USB Type-C, HDR, 4000mAh, Accelerometer, Ambient Light Sensor, Bluetooth Enabled, E-compass, Fingerprint Sensor, Wi-Fi Capable	64 GB	Without Contract	6 GB	MicroSD	48.0 MP				1 Year					CDMA 1900																																																																																														
https://www.ebay.com/itm/225024064054?nordt=true&orig_cvip=true&rt=nc	Used			Atlantic Blue				2201116SG		Xiaomi		Redmi Note 11 Pro 5G				Does not apply	Snapdragon 695	"6.67"""	Factory Unlocked	Dual SIM (SIM + SIM)		Android		128 GB	Without Contract	8 GB		108.0 MP		Blue				make sure your carrier support the 4G LTE/5G bands	“SCRATCHES ON BACK COVER. An item that has been used previously. The item may have some signs of ...Read moreabout the seller notes“SCRATCHES ON BACK COVER. An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used.”Read Lessabout the seller notes																																																																																																
https://www.ebay.com/itm/225264676776?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab									Redmi		Xiaomi Redmi 9C		4G			Octa Core	6.53 in	Factory Unlocked		Unlocked	Android			Without Contract	4	MicroSD	13.0 MP																																																																																																							
https://www.ebay.com/itm/225290370346?nordt=true&orig_cvip=true&rt=nc	Used			Polar White				2201116SG		Xiaomi		Redmi Note 11 Pro 5G					Snapdragon 695	"6.67"""	Factory Unlocked	Dual SIM (SIM + SIM)		Android	Dual SIM	128 GB	Without Contract	6 GB		108.0 MP		White				Make sure your carrier support the 4G LTE/5G bands	“SCRATCH ON BACK COVER.  An item that has been used previously. The item may have some signs of ...Read moreabout the seller notes“SCRATCH ON BACK COVER.  An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used.”Read Lessabout the seller notes																																																																																																
https://www.ebay.com/itm/225394131789?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						M1908C3JH			Xiaomi		Redmi Note 8				6941059631019	Octa-core / 8/Core	6.3 in	GSM Unlocked	Dual SIM (SIM + SIM)		Android		64 GB		4 GB		48.0 MP		Space Black																																																																																																					
https://www.ebay.com/itm/225482536869?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab									Redmi		Redmi A1+		4G			Quad Core	6.52	Factory Unlocked		Unlocked	Android		32 GB	Without Contract	2 GB	MicroSD	8MP																																																																																																							
https://www.ebay.com/itm/225534654592?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab									Redmi		Redmi A1		4G			Quad Core	6.52	Factory Unlocked		Unlocked	Android		32 GB	Without Contract	2 GB	MicroSD	8MP																																																																																																							
https://www.ebay.com/itm/225537533715?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab									Xiaomi						Does not apply														N/A																																	6941812723197																															Not included. You may download from offical website	Charger Adapter if needed, Battery (Int./External)	Not included. Please check with the customs of your country.																																			
https://www.ebay.com/itm/234800007829?nordt=true&orig_cvip=true&rt=nc	Used			Gray，Gold			Does Not Apply			Unbranded/Generic		Xiaomi Redmi 5A	Bar				Quad Core	"5.0"""			Unlocked	Android	Bluetooth Enabled, GPS, Music Player, Wi-Fi Capable, Dual SIM, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable	16GB	Without Contract	2GB		13.0MP		Multi-Color					“The item was used, and been restored to 100% functional condition, new apperance”																Adaptor, Cable	Carrier Unlocked																																																																															
https://www.ebay.com/itm/252695306926?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab					No	OnePlus 10 Pro, OnePlus 10 Pro (NE2210)			OnePlus		OnePlus 10 Pro	Bar	2G, 3G, 4G, 5G, Bluetooth, GPS, NFC	Unknown	Does not apply	Octa Core	"6.7"""	Factory Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android	Fingerprint (under display, optical), Accelerometer, Barometer	256 GB	Without Contract	12 GB		50.0 MP		Green							Works with gsm only won't work with cdma or other							Make Sure Your Carrier Support the 4G/5G LTE Bands																																																																																							
https://www.ebay.com/itm/252723288511?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab					No	Motorola Moto G42, Motorola Moto G42 (XT2233-2)	Motorola Moto G42 (XT2233-2)		Motorola		Motorola Moto G42	Bar	2G, 3G, 4G, Bluetooth, GPS, NFC	Unknown	Does not apply	Octa Core	"6.4"""	Factory Unlocked	Dual SIM	Unlocked	Android	Fingerprint (side-mounted), Accelerometer	128 GB	Without Contract	4 GB	microSDXC (dedicated slot)	50.0 MP		Green							Work with gsm only won’t work with cdma or other	Make Sure Your Carrier Support the 4G/LTE Bands																																																																																													
https://www.ebay.com/itm/255709395893?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab							Redmi Note 11S 5G		Xiaomi		Xiaomi Redmi Note 11S 5G		2G, 3G, 4G, 4G+, 5G, Bluetooth, GPS, USB Type-C, Wi-Fi			Octa Core	6.6 in	Factory Unlocked	Dual SIM (SIM + SIM/Memory Card)	Unlocked	Android		128 GB	Without Contract	4 GB	microSDXC	50.0 MP																																																																																																							
https://www.ebay.com/itm/262074711676?nordt=true&orig_cvip=true&rt=nc	Open box					No	Samsung Galaxy A13, Samsung Galaxy A13 A137	Samsung Galaxy A137		Samsung		Samsung Galaxy A13	Smartphone	2G, 3G, 4G, Bluetooth, GPS, NFC	Unknown	Does not apply	Octa Core	"6.6"""	Factory Unlocked	Dual SIM	Unlocked	Android	Accelerometer, Fingerprint (side-mounted)	128 GB	Without Contract	4 GB	microSDXC (dedicated slot)	50.0 MP		Blue					“Phone condition good but sleeve missing and box damage please see images”		Work with gsm only won’t work with cdma or other	Make Sure Your Carrier Support the 4G/LTE Bands																																																																																													
https://www.ebay.com/itm/274625099415?nordt=true&orig_cvip=true&rt=nc	Used			Gray,Gold,Pink			Does Not Apply			Unbranded/Generic		Xiaomi Redmi 4A	Bar				Quad Core	"5.0"""			Unlocked	Android	Dual SIM, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, GPS, Music Player, Wi-Fi Capable	16GB	Without Contract	2GB		13.0MP		Multi-Color					“The item was used, and been restored to 100% functional condition, new apperance”																Adaptor, Cable	Carrier Unlocked																																																																															
https://www.ebay.com/itm/274819854632?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab									Xiaomi		Redmi K40 Pro+		2G, 3G, 4G, 4G+, 5G, Bluetooth, GPRS, GPS			Snapdragon 888	6.67 in	Factory Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android 11	3D Depth Camera, 4K Video Recording, Accelerometer, AMOLED Display	256 GB	Without Contract	12 GB		108.0 MP		Aurora																																																																																																					
https://www.ebay.com/itm/274939715052?nordt=true&orig_cvip=true&rt=nc	Used			Black			Does Not Apply			Unbranded/Generic		Xiaomi Mi A2 Lite (Redmi 6 Pro)	Bar	2G, 3G, 4G			Octa Core	"5.83"""		Dual SIM (SIM + SIM)	Unlocked	Android	Bluetooth Enabled, GPS, Music Player, Wi-Fi Capable, 3G Data Capable, 4G Data Capable, Dual SIM, Near Field Communication, Touchscreen	64 GB	Without Contract	3/4GB		12MP							“The item was used, and been restored to 100% functional condition, new apperance”																Adaptor, Cable	Carrier Unlocked																																																																															
https://www.ebay.com/itm/275675452457?nordt=true&orig_cvip=true&rt=nc	Open box						OBXIANOT11GRY-NE			Xiaomi		Xiaomi Redmi Note 11	Smartphone	2G, 3G, 4G, Bluetooth, GPRS, GPS, LTE, Wi-Fi		6934177767159	Octa Core	"6.43 """	Factory Unlocked	Dual SIM (SIM + SIM)		Android	Accelerometer, Bluetooth Enabled, Camera, Fast Charging, Front Camera, Geotagging, GPRS, GPS, Nano SIM, Proximity Sensor, Quad Rear Camera, Rear Camera, Touch Screen, Wi-Fi Capable	128 GB	Without Contract	6 GB	microSDXC	Quad 50 MP + 8 MP + 2 MP + 2 MP			Qualcomm SM6225 Snapdragon 680 4G (6 nm)				“Open Box items are Brand new item that were returned by customers for personal dislike, item is in ...Read moreabout the seller notes“Open Box items are Brand new item that were returned by customers for personal dislike, item is in new condition however box may not be in pristine condition or maybe generic. Item is 100% functional.”Read Lessabout the seller notes																																																																																																
https://www.ebay.com/itm/284972354501?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply	Redmi Note 11T Pro+		Xiaomi			Bar	2G, 3G, 4G, 5G, Bluetooth, GPRS, GPS, NFC, Quad-Band, USB Type-C, Wi-Fi	China		Octa Core	6.6 in	Network Unlocked		Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Email, Web, Email Access, Fast Charging, Fingerprint Sensor, Global Ready, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, NFC Connectivity, QWERTY Keyboard, Rear Camera, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable		Without Contract		Not Applicabe	64.0 MP			MediaTek Dimensity 8100	1 year																																																																																																			
https://www.ebay.com/itm/285010245826?nordt=true&orig_cvip=true&rt=nc	Open box						Global Model			Xiaomi		Redmi 9C		4G+				"6.53"""	Factory Unlocked	Dual SIM (SIM + SIM)	Factory Unlocked, Unlocked	Android	Dual SIM	32 GB	Without Contract	2GB/3GB		13.0 MP	make sure your carrier support the 4G LTE bands						“This is a pre-owned item that may have some small signs of cosmetic wear. It ships in the original ...Read moreabout the seller notes“This is a pre-owned item that may have some small signs of cosmetic wear. It ships in the original packaging with all accessories buy with confidence”Read Lessabout the seller notes				Verizon, Sprint, US Cellular or other CDMA carrier																																																																																												
https://www.ebay.com/itm/285206565036?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply			Xiaomi		Redmi Note 12 Pro	Bar	2G, 3G, 4G, 5G, Bluetooth, GPRS, GPS, Quad-Band, USB Type-C, Wi-Fi	China		Octa Core	6.67 in	Network Unlocked	Dual SIM	Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Dual Screen, Email, Web, Email Access, Fast Charging, Fingerprint Sensor, Global Ready, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, QWERTY Keyboard, Rear Camera, Retina Display, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable, NFC Connectivity		Without Contract		No Applicable	50.0 MP			MediaTek Dimensity 1080	1 year																																																																																																			
https://www.ebay.com/itm/295542120562?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab									Redmi		Xiaomi Redmi Note												128 GB						Golden																																																																																																					
https://www.ebay.com/itm/304526157505?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab					No	Redmi Note 11S 5G			Redmi		Xiaomi Redmi Note	Bar	5G	China			6.6 in	Factory Unlocked	Dual SIM (SIM + SIM/Memory Card)	Unlocked	Android	Gyro Sensor	128 GB	Without Contract	4 GB	microSDXC	50.0 Megapixel																																																																																																							
https://www.ebay.com/itm/304627826817?nordt=true&orig_cvip=true&rt=nc	Open box						OBXIANOT11PROGRY			Xiaomi		Xiaomi Redmi Note 11 Pro 5G	Smartphone	2G, 3G, 4G, 5G, Bluetooth, GPRS, GPS, LTE, NFC, Wi-Fi		6934177770593	Octa Core	"6.67"""	Factory Unlocked	Dual SIM (SIM + SIM)		Android	Accelerometer, Ambient Light Sensor, AMOLED Display, Bluetooth Enabled, Camera, Dust-Resistant, Fast Charging, Fingerprint Sensor, Front Camera, Geotagging, GPRS, GPS, Gyro Sensor, Nano SIM, NFC Connectivity, OLED Display, Proximity Sensor, Rear Camera, Touch Screen, Triple Rear Camera, Wi-Fi Capable	128 GB	Without Contract	6 GB	microSDXC	Triple 108 MP + 8 MP + 2 MP			Qualcomm SM6375 Snapdragon 695 5G (6 nm)				“Open Box items are Brand new item that were returned by customers for personal dislike, item is in ...Read moreabout the seller notes“Open Box items are Brand new item that were returned by customers for personal dislike, item is in new condition however box may not be in pristine condition or maybe generic. Item is 100% functional.”Read Lessabout the seller notes																																																																																																
