Link	Condition	Seller Notes	Brand	Model	Storage Capacity	Network	Camera Resolution	Screen Size	Lock Status	RAM	Contract	Operating System	Model Number	Style	MPN	Connectivity	Features	Manufacturer Color	SIM Card Slot	Memory Card Type	Processor	Cellular Band	Network Technology	Custom Bundle	Note	Country/Region of Manufacture	Notice	Attention	CPU	UPC	Manufacturer Warranty	Packing List	Color	Warehouse Location	Capacity of battery	SKU	Family Line	Carrier	Storage Extend	Bundle Listing	Bundled Items	Chipset Model	Compatibility	Applicable Regions	Notice 3	Package	Storage capacity	Screen size	Camera resolution	Operating system	Lock status	Sim card slot	Ram	Memory card type	EAN	Not Compatible	Compatible Operating System	WIFI	Positioning	Battery	ROM	Fast Charging	GPU	NFC	Aspect Ratio	Type	Resolution	Capacity of Battery	Free Accessories	Local Warehouse	Unit Type	Release Date	Battery Health/Capacity	Compatible With	Number of Charging Ports	Bundle Description	Includes The Following Cables	Output Amperage	Non-Domestic Product	Compatible Brand	Front Camera	Screen Type	Screen Resolution	Charger	Battery Capacity	Batteries	Item Weight	USB	Camera Features	Sensors	Video	Dimensions	Display Technology	Protection	Front Camera Feature	WLAN	Bluetooth	Loudspeaker	3.5mm jack	Charging	Front Video	Battery Capacity(mAh)	Biometrics Technology	Display Resolution	Rear Camera Quantity	Display Proportions	3.5mm Headphone Port	Touch Screen Type	Modified Item	Country/Region of Origin	Warranty	Music Play	Back Video	Talk Time	Audio Quality	Video recording(Back camera)	Seller Warranty	Sim Card Size	Front camera	Storage Type	RAM Type	Thermometer	Battery Capacity Range	CPU Model	Bluetooth Version	Charging Interface Type	MTK Model	RAM and Storage	Year	ISBN	Colour	Display Size	SIM Card Quantity	Comes in a kit box with	Free Bundled Items	SIM Card Type	Screen Material	Touch ID	Quick Charge	Display  Size	Size	Charger interface	External Storage	Weight (including battery)	Rear camera	Front Camera Video	Network Standard	4G/LTE	Cosmetic Condition	Functionality Condition	Data Sanitation Status	Audio quality	Support Network Carriers	For Free	LG UNLOCKED DEVICES	Included Accessories	Cosmetic condition	Charger and cable	Water, Dust,and Shock	Packaging	Not Compatible With	Phone Variant	N1-SKU	Stand-by	Battery Type	Carrier Supporting	SIM-Karten-Slot	Besonderheiten	Earphone Port	Card Extend	OK Google on Locked Screen	Certification	Cellular and wireless	Material	Betriebssystem	Sperrstatus	Battery Standby Time	Music play	Weight	Gigabyte Size	Model Identifiers	Back Camera Video	Memory	Chip	Rear Camera	Interface	Li-Polymer	WiFi	Sim card type	Earphone Jack	Unit Quantity	Bluetooth:	Our Battery Health % Rule	Whats in the Box	Android Version	Internet Connectivity	Series	RAM Size	Maximum Resolution	Display Type	Processor Model	Battery Run Time	BRAND	Model number	Manufacture Color	Cellular Network Technology	Free Gift	Processor Type	Night Vision camera	BDS	Housing Material	Height	Width	Thickness	Memory for SD Card	Front Camera(Pixel)	Back Camera(Pixel)	Proximity Sensor	Speaker	Feature	Hard Drive Capacity	Storage Extension	Battery Talk Time	SIM Card	Wireless Charge	Touch	PPI	Screen-to-body ratio	GPS	OTG	Net Weight	Body Material	Color::	Extra Features	Original Battery Capacity	Dimension	Manufacturer	No accessories	4G LTE	Cellular Band 4G	CARRIERS :	Size Type	Flash led	Qualcomm Model	Refresh Rate	Industrial Mode accuracy	Night Vision	IR Sensor Resolution	Storage extension	Charging Power	Temperature Range	Field of View	Capacity	Front camera video features	Networks Supported	Navigation	Color:	Storage capacity:	Talking Battery Life	Original box	Item condition	What is not included	Sim card	What is included	#1# suggestions found. Use up and down	VoLTE Supported	Manufacturer Part Number	Unlock Status	Manufacturer Colour	Display	Model:	USB Interface	Location technology	MHL	Battery capacity (mAh, Typical)	4G TDD LTE	5G TDD Sub6	Main Resolution	Sub Display Size	Color depth	CPU Type	S pen Support	SIM Slot Type	USB Version	Bluetooth version	2G GSM	3G UMTS	4G FDD LTE	Main Display Size	Main maximum scan rate	Sub Resolution	CPU speed	SIM	Manufactured Color	Torch	3G WCDMA	4G LTE-FDD	VoLTE	Touch Panel	BT	OS	Wifi	SD card	Exact Model	CPU Core Quantity	4G TDD-LTE	Screen Burn Severity	USB cable	Microphone	Battery capacity	Battery type	USB Charger	Front Camera Pixel	Max. Expansion Supported	FM	Chipset	Camera	AirBuda U	Network Status	Platform	Frequency band	Dual SIM card	Memory size	Compatible Model	FM Radio	Available Colors	Latest features	Marke	Sensor	The Internet	USB Port	Internal Storage	Kit Style	物品状况	Screen Refresh Rate	Carriers not work with	code	Important Information	Sealed	Warranty - Parts	Items Included	Design/Finish	Languages	Manufacture Year	Night vision Camera	Screen protection	Certified	Navigation & Positioning	Sensors 1	Fast Wireless Charging	Rear Camera Pixel	Colors
https://www.ebay.com/itm/364116903689?nordt=true&orig_cvip=true&rt=nc	Used	“*Tested For Power On**Power Adapter Not Included*”	Apple	A1633	32GB																												Space Gray																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/373833980503?nordt=true&orig_cvip=true&rt=nc	Open box	“Open Box 10/10 perfect cosmetic condition - Original A&T Rugged Phone Comes with OEM SONIM Charger ...Read moreabout the seller notes“Open Box 10/10 perfect cosmetic condition - Original A&T Rugged Phone Comes with OEM SONIM Charger and Type C Cable - GSM Rugged Smartphone - 100% Fully Functional (no retail box, no sim ,  included) for use on AT&T service only”Read Lessabout the seller notes	Sonim	XP8	64 GB	AT&T	12.0 MP	5 in	Network Locked	4 GB	Without Contract	Android		Smartphone	XP8800	Bluetooth, Infrared, Wi-Fi, NFC, GPRS, USB Type-C, 4G, 3G, 2G, Tri-Band, DLNA, LTE, Dual-Band	Bluetooth Enabled, Front Camera, Wi-Fi Capable, Internet Connectivity, Speakerphone, GPS, Rugged, Water-Resistant, Rear Camera, 4K Video Recording, Accelerometer, Camera, Fingerprint Sensor, Music Player		Dual SIM (SIM + SIM)	MicroSD	Octa Core	850/1900/900/1800								0096962276386	1 Month		Black																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/393141387840?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Apple	Apple iPhone 8 /  6S	64 GB / 128 GB	AT&T, Cricket Wireless, Metro, NET10 Wireless, SIMPLE Mobile, Sprint, Straight Talk, T-Mobile, Unlocked, Verizon, Xfinity	12.0 MP	4.7 in / 5.5 in	Factory Unlocked	2 GB	Without Contract	iOS	A1688 (CDMA + GSM), A1863 (CDMA + GSM), A1864 (CDMA + GSM)	Smart Phone	Does Not Apply	3G, 4G, Bluetooth, GPRS, GPS, Lightning, LTE, WAP, Wi-Fi	Accelerometer, Bluetooth Enabled, Camera, Color Screen, Email, Web, Email Access, Fingerprint Sensor, Front Camera, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, Rear Camera, Speakerphone, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable, 3G Data Capable, 4G Data Capable	Gold, Silver, Space Gray, Rose Gold	Single SIM		Dual core / Hexa core			No							1 year		Gray Gold Silver									Apple A9 / A11																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/394032581048?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Samsung	Samsung Galaxy A52 5G	128 GB	Unlocked	12.0 MP, 5.0 MP, 64.0 MP	6.5 in	GSM Unlocked	6 GB	Without Contract	Android	SM-G526U	Bar	SM-A526UZKDXAA, SMA526UZKDXAA	USB Type-C, 5G, Bluetooth, Wi-Fi, GPS	Water-Resistant, AMOLED Display, Quad Rear Camera, Ultra Wide-Angle Camera, Fingerprint Sensor, Infinity-O Display, Fast Charging		Single SIM	microSDXC	Octa Core									0887276536330			Black									Qualcomm Snapdragon 750G																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/403397994916?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		Samsung												SM-A505U																																																																																																																																																																																																																																																			64 GB													Samsung Galaxy A50																																																																																	
https://www.ebay.com/itm/114829087879?nordt=true&orig_cvip=true&rt=nc	Open box	“AN  EXCELLENT CONDITION PHONES WITH MINOR TO BARELY VISIBLE SCRATCHES. ALL ORIGINAL ACCESSORIES ...Read moreabout the seller notes“AN  EXCELLENT CONDITION PHONES WITH MINOR TO BARELY VISIBLE SCRATCHES. ALL ORIGINAL ACCESSORIES INCLUDED WITH ORIGINAL BOX”Read Lessabout the seller notes	Samsung	Samsung Galaxy Note20 5G		Unlocked	64.0 MP	6.7 in	Factory Unlocked	8 GB	Without Contract	Android	SM-N981U1			2G, 3G, 4G, 5G, Bluetooth, GPS	Accelerometer, Bluetooth Enabled, Facial Recognition, Fast Wireless Charging, Video Calling, Wi-Fi Capable, Wireless Charging, Wireless PowerShare		Single SIM	inbuild	Octa Core												Mystic Bronze, Mystic Green, Mystic Gray																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/115382429199?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		Alcatel		N\A										TCL A3															195925217043																																																																																																																																																																																																																																																																																																																																		
https://www.ebay.com/itm/124840049296?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		Samsung		N\A										SM-A125U															195925155734																																																																																																																																																																																																																																																																																																																																		
https://www.ebay.com/itm/133831146881?nordt=true&orig_cvip=true&rt=nc	Used	“Like New: A Stock – Almost no signs of use | Original Charger and USB - 90 DAY WARRANTY”	BLU		32 GB	GSM Unlocked	8.0 MP	5.5 in	Factory Unlocked	2 GB	Without Contract	Android			J170EQ	Bluetooth, 4G, 3G	Camera, Accelerometer, Bluetooth Enabled		Dual SIM	MicroSD	Octa Core																																																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/133985301230?nordt=true&orig_cvip=true&rt=nc	Used	“Fully Functional | One Year Warranty | New Generic Accessories”	Samsung	Samsung Galaxy S10			16.0 MP	6.1 in	Factory Unlocked	8 GB	Without Contract	Android	G973, SM-G973, G973U, SM-G973U		SM-G973U	4G, 4G+, Bluetooth, GPS, LTE, NFC, USB Type-C, Wi-Fi	Camera, Front Camera, Rear Camera, Wireless Charging		Single SIM	MicroSD	Octa Core																																																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/133986261020?nordt=true&orig_cvip=true&rt=nc	Used	“Shaded Screen | Fully Functional | One Year Warranty | New Generic Accessories”	Samsung	Samsung Galaxy S10+			16.0 MP	6.4 in	Network Unlocked	8 GB	Without Contract	Android	G975U, SM-G975U		SM-G975U	3G, 4G, 4G+, Bluetooth, GPS	Accelerometer, Bluetooth Enabled, Camera, Color Screen, Facial Recognition, Fingerprint Sensor, Front Camera, GPS, Rear Camera		Single SIM	MicroSD	Octa Core																																																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/134101279124?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		TCL	TCL 20 XE	32 GB	Boost Mobile	13.0 MP	6.52 in	Network Locked	3 GB	Prepaid	Android		Bar	5087Z	USB Type-C, Bluetooth, 4G, 3G, Wi-Fi, 2G	Proximity Sensor, 3D Face Recognition, E-compass, Accelerometer, Ambient Light Sensor, Barometer, GPS, Fingerprint Sensor		Single SIM	MicroSD	Octa Core									195925320620			Gray									MediaTek P22																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/134159410746?nordt=true&orig_cvip=true&rt=nc	Used	“Carrier/Customer Return in overstock Condition 100% Tested Guaranteed. The phone has ...Read moreabout the seller notes“Carrier/Customer Return in overstock Condition 100% Tested Guaranteed. The phone has scratches/blemishes on the screen/sides. Works only on T-Mobile Network.”Read Lessabout the seller notes	LG	LG V60 ThinQ	128 GB	T-Mobile	16.0 MP	6.8 HD	Network Locked	8 GB	Without Contract	Android	LMV600	Bar	LG V60	3G, 4G, 5G, Bluetooth, GPS	4G Data Capable		Single SIM	microSDXC	Octa Core	LTE	GSM	No									Blue/White																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/134347497557?nordt=true&orig_cvip=true&rt=nc	Used	“The phone is fully functional and works great. It is a used device, so there are some scratches & ...Read moreabout the seller notes“The phone is fully functional and works great. It is a used device, so there are some scratches & scuffs on the screen & housing. The device you receive may vary slightly in condition from the ones seen in photos. All devices are in good, working order.”Read Lessabout the seller notes	Sky Devices	SKY Elite P55Max / Elite P55 Max	8 GB	GSM Unlocked, Unlocked			Factory Unlocked			Android							Dual SIM (SIM + SIM)																																																																																																																																																																																																																																																																																																																																													
https://www.ebay.com/itm/143944721304?nordt=true&orig_cvip=true&rt=nc	Used	“The cosmetic condition is overall POOR, it will show heavy signs of wear and tear from previous ...Read moreabout the seller notes“The cosmetic condition is overall POOR, it will show heavy signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL | Perfect for people not concerned with their phones cosmetic condition”Read Lessabout the seller notes	Apple	Apple iPhone 8	64 GB	AT&T, Claro, Cricket Wireless, Metro, NET10 Wireless, Straight Talk, Telcel, T-Mobile, TracFone, Unlocked	12.0 MP	4.7 in	Factory Unlocked	2 GB	Without Contract	iOS	A1905 (GSM)		A1905	2G, 3G, 4G, Bluetooth, Dual-Band, LTE, NFC, Wi-Fi	4K Video Recording, Accelerometer, Barometer, Bluetooth Enabled, Camera, Color Screen, Facial Recognition, Fingerprint Sensor, GPS		Single SIM	n/A	Hexa Core												Silver																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/144127898072?nordt=true&orig_cvip=true&rt=nc	Used	“The cosmetic condition is overall POOR, it will show heavy signs of wear and tear from previous ...Read moreabout the seller notes“The cosmetic condition is overall POOR, it will show heavy signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | The device has been tested and is FULLY FUNCTIONAL | Perfect for people not concerned with their phones cosmetic condition”Read Lessabout the seller notes	Apple	Apple iPhone 11	128 GB	Unlocked	12.0 MP	6.1 in	Factory Unlocked	4 GB	Without Contract	iOS	A2111 (CDMA + GSM)	Bar	MWLF2VC/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Liquid Retina HD Display, Water-Resistant, Facial Recognition, 4K Video Recording, Wide-Angle Camera, Fast Wireless Charging, Dust-Resistant, Ultra Wide-Angle Camera, Dual Rear Cameras, eSIM, Fast Charging		Single SIM		Hexa Core									0190199220683			White																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/144291257691?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Google	Google Pixel 3a	64 GB	Unlocked	12.0 MP	5.6 in	Factory Unlocked	4 GB	Without Contract	Android	G020E,G020F,G020G,G020H	Bar		2G, 3G, 4G, GPS, LTE, NFC, USB Type-C, Wi-Fi			Single SIM		Octa Core																					Qualcomm SDM670 Snapdragon 670 (10 nm)																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/144307739221?nordt=true&orig_cvip=true&rt=nc	Used	“Ships in 3rd Party Eco-Friendly Packaging; To reduce E-Waste your package will include a 3rd Party ...Read moreabout the seller notes“Ships in 3rd Party Eco-Friendly Packaging; To reduce E-Waste your package will include a 3rd Party Charging Cable/Wall-Adapter ONLY.”Read Lessabout the seller notes	LG	Lg Aristo 5	32 GB	AT&T, Claro, Cricket Wireless, Metro, Straight Talk, Telcel, T-Mobile, TracFone, Unlocked	13.0 MP	5.7 in	Factory Unlocked	2 GB	Without Contract	Android				2G, 3G, 4G, Bluetooth, GPRS, GPS, Wi-Fi	Camera, Fingerprint Sensor		Single SIM	microSDXC													Silver																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/144744088736?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Samsung	Samsung Galaxy J7 Duos	16 GB	Unlocked	13.0 MP	5.5 in	Factory Unlocked	1.5 GB	Without Contract	Android	SM-J700F	Bar		2G, 3G, 4G, Bluetooth, GPS, LTE, Micro USB, NFC, Quad-Band, Wi-Fi			Dual SIM (SIM + SIM + Memory Card)	microSDXC	Octa Core										1 year											Qualcomm MSM8939 Snapdragon 615 (28 nm)																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/144748087116?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Samsung	Samsung Galaxy S10e	128 GB	Unlocked	12.0 MP, 16.0 MP	5.8 in		6 GB		Android	SM-G970U	Bar	SM-G970UZKAXAA	USB Type-C, Bluetooth, 4G, Wi-Fi, NFC, GPS	Water-Resistant, Front Camera, Facial Recognition, 4K Video Recording, Gyro Sensor, Pressure Sensor, Accelerometer, Barometer, Fingerprint Sensor, Wireless Charging, Geomagnetic sensor		Single SIM	microSDXC	Octa Core									Does not apply			Black									Qualcomm Snapdragon 855																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/144879267013?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Samsung	Samsung Galaxy A03s	32 GB	Straight Talk	13.0 MP	6.5 in	Network Locked	3 GB	Prepaid	Android		Bar		Bluetooth, USB Type-C, Wi-Fi		Black	Single SIM	MicroSD	Octa Core			No						616960442615																																																																																																																																																																																																																																																																																																																																		
https://www.ebay.com/itm/154685085882?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Lively	Jitterbug Smart3	32 GB		13.0 MP	6.2 in				Android		Bar		4G, Bluetooth, GPS, LTE, USB Type-C, Wi-Fi	Bluetooth Enabled, GPS, Touch Screen													889063512718	Yes		Black																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/165736518286?nordt=true&orig_cvip=true&rt=nc	Used	“Device is in good condition with moderate wear. Device will include some scuffing to the frame/body ...Read moreabout the seller notes“Device is in good condition with moderate wear. Device will include some scuffing to the frame/body of the device as well as a few scratches on the glass. Device is 100% functional with a clean ESN and backed by our 30 day warranty.”Read Lessabout the seller notes	Apple	Apple iPhone 7 Plus	32GB, 128GB, 256GB	Global Ready, GSM Global, MetroPCS, AT&T, h2o, SIMPLE Mobile, T-Mobile, TracFone, Ultra Mobile, Unlocked, Vodafone	7.0 MP	5.5 in	Sprint	3 GB	Without Contract	iOS	A1661 (CDMA + GSM), A1778 (GSM), A1784 (GSM), A1785 (Japan), A1786 (China), A1661	Bar	MN8J2LL/A, MNQK2LL/A, MN4J2LL/A, MNQH2LL/A, MPR52LL/A, MQU62LL/A, MNQY2LL/A, MNQX2LL/A, MNQU2LL/A, MNQT2LL/A, MN592LL/A, MN5H2LL/A	2G, 3G, 4G, Bluetooth, GPS, Lightning, LTE, Wi-Fi	Bluetooth Enabled, Camera, Color Screen, GPS, Nano SIM, Rear Camera, Touch Screen, Video Camera, Wi-Fi Capable		Single SIM	Internal	Apple A9	GSM Global		Yes		China					None											Apple A10 Fusion																																		FREE iPhone Cable included																																																																																																																																																																																																																																																																																				
https://www.ebay.com/itm/165784737395?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Unbranded	22+Ultra	512 GB	1&1, ZIP SIM	100.0 MP	7.3 in	Factory Unlocked	8GB	Without Contract	Android	Qualcomm 888	Slate	0001	2G, 3G, 4G, 4G+	Camera, Color Screen		Dual SIM (SIM + SIM/Memory Card)	MicroSD	10 Core					China																																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/174132138578?nordt=true&orig_cvip=true&rt=nc	Open box	“Item is in excellent working and cosmetic conditions ,it is not present in the  original box ,it ...Read moreabout the seller notes“Item is in excellent working and cosmetic conditions ,it is not present in the  original box ,it comes with new usb charger cable .”Read Lessabout the seller notes	BLU	V5	32 GB	Unlocked	13.0 MP	5.5 in	Factory Unlocked	2 GB	Without Contract	Android			V0410UU	4G, 3G	4G Data Capable			MicroSD	Octa Core									0848958037361			Black																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/174901246907?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“Fully tested and restored to factory settings by our in house technicians. - Good – This product is ...Read moreabout the seller notes“Fully tested and restored to factory settings by our in house technicians. - Good – This product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. Battery health will be a minimum of 80%. The item has been fully tested, restored to factory settings and is in excellent working order.”Read Lessabout the seller notes	Apple	Apple iPhone 12	64 GB	T-Mobile	12.0 MP	6.1 in	Network Locked	4 GB	Without Contract	iOS	A2172 (CDMA + GSM)	Bar	Does not apply	4G, 5G, Bluetooth, GPRS, GPS, NFC, Wi-Fi	4K Video Recording, Accelerometer, Barometer, Facial Recognition, Gyro Sensor, Proximity Sensor, Ultra Wide-Angle Camera		Single SIM	None	Hexa Core	GSM / CDMA / HSPA / EVDO / LTE / 5G				United States																Apple A14 Bionic																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/174915726388?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“Fully tested and restored to factory settings by our in house technicians. - Good – This product is ...Read moreabout the seller notes“Fully tested and restored to factory settings by our in house technicians. - Good – This product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. Battery health will be a minimum of 80%. The item has been fully tested, restored to factory settings and is in excellent working order.”Read Lessabout the seller notes	Apple	Apple iPhone X	64 GB	AT&T	12.0 MP	5.8 in	Network Locked	3 GB	Without Contract	iOS	A1865	Bar	Does not apply	4G, Bluetooth, GPS, NFC, Wi-Fi	4K Video Recording, Accelerometer, Barometer, Digital Compass, Facial Recognition, Fast Charging, Gyro Sensor, Proximity Sensor		Single SIM	None	Hexa Core	GSM / HSPA / LTE		No		United States																Apple A11 Bionic																																																																											12 Months																																																																																																																																																																																																																																											
https://www.ebay.com/itm/175374672881?nordt=true&orig_cvip=true&rt=nc	Used	“Samsung Galaxy S7 G930W8 32GB Unlocked GSM Silver Android Smartphone - Hardware Functional, Data ...Read moreabout the seller notes“Samsung Galaxy S7 G930W8 32GB Unlocked GSM Silver Android Smartphone - Hardware Functional, Data Wiped. Fair - Device will have wear that is visible and more spread throughout the device. This will include scratching and scuffing on the frame/body of the device as well as the glass. Device will be locked to the carrier in the title unless specified otherwise. Device is 100% functional with a clean ESN and backed by our 30 day warranty.”Read Lessabout the seller notes	Samsung	Samsung Galaxy S7	32 GB	Unlocked	12.0 MP	5.1 in	Network Unlocked	4 GB	Without Contract	Android	G930		SM-G930W8	2G, 3G, 4G, Bluetooth, GPS	Accelerometer, Barometer, Gyro Sensor, Proximity Sensor		Single SIM	MicroSD	Octa Core												Silver																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/175555250379?nordt=true&orig_cvip=true&rt=nc	Used	“Device will show some normal signs of previous use including some minor scratches on both the ...Read moreabout the seller notes“Device will show some normal signs of previous use including some minor scratches on both the housing and display, overall good condition. Device is T-Mobile + Unlocked GSM”Read Lessabout the seller notes	Motorola		32GB	T-Mobile, Unlocked	13.0 MP	6.5 in	Network Unlocked	3 GB	Without Contract	Android		Bar	XT2163-4	4G, Bluetooth, GPS, LTE, USB Type-C, Wi-Fi	Bluetooth Enabled, Camera, Email Access, Front Camera, Global Ready, GPS, Internet Connectivity, Music Player, Rear Camera, Speakerphone, Touch Screen, Vibration, Wi-Fi Capable		Single SIM	N/A	Octa Core			No		Unknown							Blue																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/184584595253?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Motorola	ES400 ES405B	1GB	Unlocked		"3.0"""	Factory Unlocked	256MB			ES405B-0AE2		ES400 ES405B ES405B-0AE2																		Black																																																																																																																																																																																																																																																																																																																	Read Description Before Purchase														
https://www.ebay.com/itm/185117333862?nordt=true&orig_cvip=true&rt=nc	Used	“good condition, Comes with Generic Fast Charger + USB Cable.”	Apple	Apple iPhone 7 Plus			12MP	"5.5"""	Network Locked	3 GB	Without Contract	iOS		Smartphone	iPhone 7 Plus	4G, LTE, Wi-Fi	Internet Browser, Near Field Communication, Touchscreen, 4K Video Recording, Accelerometer, Bluetooth Enabled, Fingerprint Sensor, GPS, Music Player, Speakerphone, Water-Resistant, Wi-Fi Capable		Single SIM	N/A	A10			No																Yes																																																																																																																																																																																																																																																																																																																								
